pesel;name;surname;second_surname;city;gender;birthday
8102203588241;AMELIA;LASKOWSKI;GOŁĄB;Radomsko;K;1981-02-20
7906275745292;MAREK;LASKOWSKI;LASKOWSKI;Radomsko;M;1979-06-27
7809266022238;WIESŁAWA;NIEMIEC;WOJCIECHOWSKI;Radomsko;K;1978-09-26
7601205853213;MACIEJ;NIEMIEC;NIEMIEC;Radomsko;M;1976-01-20
510112022096;JADWIGA;URBAN;ŻEBROWSKI;Poznań;K;1951-01-12
4706152125195;BARTOSZ;URBAN;URBAN;Marki;M;1947-06-15
4403207170170;JUSTYNA;PIOTROWSKI;KAMIŃSKI;Marki;K;1944-03-20
4012202069182;WIKTOR;PIOTROWSKI;PIOTROWSKI;Marki;M;1940-12-20
7912232174268;JULIA;PAWŁOWSKI;KARCZEWSKI;Świecie;K;1979-12-23
7509026611161;MARCIN;PAWŁOWSKI;PAWŁOWSKI;Świecie;M;1975-09-02
6901257076297;MARZENA;DUDZIŃSKI;PARTYKA;Warszawa;K;1969-01-25
6512216431175;PATRYK;DUDZIŃSKI;DUDZIŃSKI;Warszawa;M;1965-12-21
4508301520132;ANNA;ADAMSKI;KUBICKI;Bełchatów;K;1945-08-30
4303281819217;JAN;ADAMSKI;ADAMSKI;Bełchatów;M;1943-03-28
3501172034182;OLGA;JUSZCZAK;CZAJA;Bełchatów;K;1935-01-17
3207128055175;MARCIN;JUSZCZAK;JUSZCZAK;Bełchatów;M;1932-07-12
5009302578211;KLAUDIA;MAZUREK;STĘPIEŃ;Warszawa;K;1950-09-30
4712138451200;PRZEMYSŁAW;MAZUREK;MAZUREK;Poznań;M;1947-12-13
5503082006187;SABINA;ROMANOWSKI;SZYMAŃSKI;Poznań;K;1955-03-08
5202072159225;JAN;ROMANOWSKI;ROMANOWSKI;Poznań;M;1952-02-07
3211114270138;JUSTYNA;MICHAŁOWSKI;KOWALCZYK;Piotrków Trybunalski;K;1932-11-11
2807143157222;TOMASZ;MICHAŁOWSKI;MICHAŁOWSKI;Ruda Śląska;M;1928-07-14
4002197080203;EDYTA;ŚWIĄTEK;MAJEWSKI;Ruda Śląska;K;1940-02-19
3610066571207;PAWEŁ;ŚWIĄTEK;ŚWIĄTEK;Ruda Śląska;M;1936-10-06
4802060318204;BOŻENA;STĘPNIAK;SZULC;Bielsko-Biała;K;1948-02-06
4604034071185;MARCIN;STĘPNIAK;STĘPNIAK;Bielsko-Biała;M;1946-04-03
5703267574274;ANNA;NOWAK;OLEJNICZAK;Bielsko-Biała;K;1957-03-26
5507302631160;MIKOŁAJ;NOWAK;NOWAK;Bielsko-Biała;M;1955-07-30
6105112588221;JOLANTA;GŁOWACKI;ZDUNEK;Szczecin;K;1961-05-11
5711277739283;WŁODZIMIERZ;GŁOWACKI;GŁOWACKI;Szczecin;M;1957-11-27
4711211086231;REGINA;KISIEL;ROMANOWSKI;Szczecin;K;1947-11-21
4512247009206;MICHAŁ;KISIEL;KISIEL;Szczecin;M;1945-12-24
4704221286240;MAŁGORZATA;RZEPKA;ANDRZEJEWSKI;Gdynia;K;1947-04-22
4506143127191;SŁAWOMIR;RZEPKA;RZEPKA;Gdynia;M;1945-06-14
4406294434222;JADWIGA;MRÓZ;KUCHARSKI;Gdynia;K;1944-06-29
4205190325183;JAN;MRÓZ;MRÓZ;Gdynia;M;1942-05-19
6505278638274;ŁUCJA;DĄBROWSKI;JANICKI;Słupsk;K;1965-05-27
6107098787283;EDWARD;DĄBROWSKI;DĄBROWSKI;Słupsk;M;1961-07-09
6608241772237;MONIKA;STRZELCZYK;GÓRECKI;Słupsk;K;1966-08-24
6311194049262;JERZY;STRZELCZYK;STRZELCZYK;Słupsk;M;1963-11-19
6703130670205;JANINA;PAWLIKOWSKI;SZCZEPANIAK;Warszawa;K;1967-03-13
6403112251161;ZBIGNIEW;PAWLIKOWSKI;PAWLIKOWSKI;Warszawa;M;1964-03-11
6009087336212;ELŻBIETA;MAJEWSKI;PIETRZAK;Rybnik;K;1960-09-08
5611114729207;IHOR;MAJEWSKI;MAJEWSKI;Rybnik;M;1956-11-11
5206117676213;ANNA;KĘDZIERSKI;ZAJĄC;Wrocław;K;1952-06-11
4811107415174;HENRYK;KĘDZIERSKI;KĘDZIERSKI;Wrocław;M;1948-11-10
5405035572196;ANGELIKA;WRÓBEL;ORZECHOWSKI;Sosnowiec;K;1954-05-03
5205085723181;ANDRZEJ;WRÓBEL;WRÓBEL;Wrocław;M;1952-05-08
6702085628256;ZDZISŁAWA;TARNOWSKI;MATYSIAK;Poznań;K;1967-02-08
6311126223161;MARCIN;TARNOWSKI;TARNOWSKI;Bielsk Podlaski;M;1963-11-12
6203203560157;ANIELA;PAWLIK;MAREK;Bielsk Podlaski;K;1962-03-20
5912316455249;ADAM;PAWLIK;PAWLIK;Bielsk Podlaski;M;1959-12-31
6012021648174;KLARA;ORŁOWSKI;RUDNICKI;Kielce;K;1960-12-02
5811244359274;KACPER;ORŁOWSKI;ORŁOWSKI;Mława;M;1958-11-24
5809158670247;JULIA;CHMIELEWSKI;GRZYB;Mława;K;1958-09-15
5607310063203;JAKUB;CHMIELEWSKI;CHMIELEWSKI;Mława;M;1956-07-31
4612300308169;MARZENA;JAWORSKI;WIŚNIEWSKI;Głogów;K;1946-12-30
4308082845206;BARTOSZ;JAWORSKI;JAWORSKI;Świebodzice;M;1943-08-08
5205070848213;ANNA;NAWROCKI;CHRZANOWSKI;Sosnowiec;K;1952-05-07
5002094613158;MIECZYSŁAW;NAWROCKI;NAWROCKI;Świebodzice;M;1950-02-09
3804177350214;POLA;MUSIAŁ;CZARNECKI;Lublin;K;1938-04-17
3506112221117;JAKUB;MUSIAŁ;MUSIAŁ;Lublin;M;1935-06-11
5112015088207;DOMINIKA;RATAJCZAK;KOWALCZYK;Elbląg;K;1951-12-01
4811027661198;WŁODZIMIERZ;RATAJCZAK;RATAJCZAK;Elbląg;M;1948-11-02
5910304364235;JOLANTA;MAZUR;DUDEK;Mikołów;K;1959-10-30
5607313809208;OLEKSANDR;MAZUR;MAZUR;Warszawa;M;1956-07-31
4912220306181;JANINA;WYSOCKI;ORŁOWSKI;Warszawa;K;1949-12-22
4506242585241;KRZYSZTOF;WYSOCKI;WYSOCKI;Warszawa;M;1945-06-24
6808022722177;JESSICA;WIŚNIEWSKI;PANEK;Szczecin;K;1968-08-02
6408300381199;WALDEMAR;WIŚNIEWSKI;WIŚNIEWSKI;Zabrze;M;1964-08-30
5809086454261;JANINA;NOWAK;KOZIOŁ;Zabrze;K;1958-09-08
5410244445209;BERNARD;NOWAK;NOWAK;Zabrze;M;1954-10-24
4908136606203;PAULINA;BUJAK;RUTKOWSKI;Warszawa;K;1949-08-13
4506123515158;KONRAD;BUJAK;BUJAK;Warszawa;M;1945-06-12
5901284148288;PATRYCJA;WOŹNIAK;KULESZA;Warszawa;K;1959-01-28
5507136431173;WOJCIECH;WOŹNIAK;WOŹNIAK;Warszawa;M;1955-07-13
4305040480166;JOLANTA;NOWICKI;STELMACH;Bydgoszcz;K;1943-05-04
4010056157187;ŁUKASZ;NOWICKI;NOWICKI;Kraków;M;1940-10-05
5512038472211;BRYGIDA;ŻAK;SOBCZAK;Kraków;K;1955-12-03
5308151487246;WOJCIECH;ŻAK;ŻAK;Kraków;M;1953-08-15
7111122270168;PAULINA;BARANOWSKI;KIEŁBASA;Stargard;K;1971-11-12
6809035349257;ANDRII;BARANOWSKI;BARANOWSKI;Bielsk Podlaski;M;1968-09-03
6711157230201;NATALIA;MACIEJEWSKI;SMOLIŃSKI;Warszawa;K;1967-11-15
6304303539210;PATRYK;MACIEJEWSKI;MACIEJEWSKI;Bielsk Podlaski;M;1963-04-30
5411193560217;ANNA;SOŁTYS;NAWROT;Koszalin;K;1954-11-19
5205051829191;ZBIGNIEW;SOŁTYS;SOŁTYS;Grudziądz;M;1952-05-05
5805047624207;ANIELA;WILK;SOCHA;Grudziądz;K;1958-05-04
5606218053208;MAKSYMILIAN;WILK;WILK;Grudziądz;M;1956-06-21
3408256438221;ANNA;ANDRZEJCZAK;LIS;Bytom;K;1934-08-25
3102238133148;TOMASZ;ANDRZEJCZAK;ANDRZEJCZAK;Bytom;M;1931-02-23
4601041066206;KAROLINA;WIĘCKOWSKI;KOWALSKI;Bytom;K;1946-01-04
4208262839222;KRZYSZTOF;WIĘCKOWSKI;WIĘCKOWSKI;Bytom;M;1942-08-26
4808302808197;KATARZYNA;BUKOWSKI;WOŹNIAK;Oborniki;K;1948-08-30
4403161579252;TOMASZ;BUKOWSKI;BUKOWSKI;Puławy;M;1944-03-16
3704274680237;URSZULA;LEWANDOWSKI;ZIÓŁKOWSKI;Puławy;K;1937-04-27
3409072753192;JERZY;LEWANDOWSKI;LEWANDOWSKI;Puławy;M;1934-09-07
6902087568311;EWA;MUSZYŃSKI;RAK;Bielsko-Biała;K;1969-02-08
6512101881193;ROBERT;MUSZYŃSKI;MUSZYŃSKI;Bielsko-Biała;M;1965-12-10
5506071300141;NINA;ZIELIŃSKI;WALCZAK;Bielsko-Biała;K;1955-06-07
5305136881206;GRZEGORZ;ZIELIŃSKI;ZIELIŃSKI;Bielsko-Biała;M;1953-05-13
4112181370182;JULIA;KOWALEWSKI;WOJCIECHOWSKI;Warszawa;K;1941-12-18
3701030025151;PAWEŁ;KOWALEWSKI;KOWALEWSKI;Warszawa;M;1937-01-03
3906127266238;MARZENA;KWAŚNIEWSKI;KWIATKOWSKI;Chojnice;K;1939-06-12
3702182149249;OLEKSANDR;KWAŚNIEWSKI;KWAŚNIEWSKI;Warszawa;M;1937-02-18
5701227758256;MAGDALENA;JAKUBIAK;WALCZAK;Warszawa;K;1957-01-22
5503062445206;BARTŁOMIEJ;JAKUBIAK;JAKUBIAK;Elbląg;M;1955-03-06
6512277358286;ANETA;MALICKI;NOWAK;Szczecin;K;1965-12-27
6110145005151;ANTONI;MALICKI;MALICKI;Elbląg;M;1961-10-14
3306236758219;VIOLETTA;KACZMARSKI;SOBOLEWSKI;Szczecin;K;1933-06-23
2901266239252;ZBIGNIEW;KACZMARSKI;KACZMARSKI;Kraków;M;1929-01-26
4310057176222;MAŁGORZATA;BEDNARSKI;KALINOWSKI;Płock;K;1943-10-05
3901048127211;RADOSŁAW;BEDNARSKI;BEDNARSKI;Kraków;M;1939-01-04
4112148482199;KAROLINA;MALISZEWSKI;PACZKOWSKI;Poznań;K;1941-12-14
3904104121141;MARCIN;MALISZEWSKI;MALISZEWSKI;Poznań;M;1939-04-10
5607217836217;CECYLIA;JAKUBIAK;NAWROCKI;Poznań;K;1956-07-21
5202074339215;MAKSYMILIAN;JAKUBIAK;JAKUBIAK;Poznań;M;1952-02-07
5807295854285;ALICJA;DUDZIAK;BEDNARCZYK;Białystok;K;1958-07-29
5504154223181;SYLWESTER;DUDZIAK;DUDZIAK;Białystok;M;1955-04-15
5810033802156;AGATA;MICHALIK;WIŚNIEWSKI;Białystok;K;1958-10-03
5409086745234;JAN;MICHALIK;MICHALIK;Białystok;M;1954-09-08
7004055376225;AMELIA;JĘDRZEJCZYK;KAMIŃSKI;Sieradz;K;1970-04-05
6603228579286;MARIUSZ;JĘDRZEJCZYK;JĘDRZEJCZYK;Sieradz;M;1966-03-22
6108305504144;NATALIA;BOŻEK;NOWAK;Sieradz;K;1961-08-30
5903062525217;GRZEGORZ;BOŻEK;BOŻEK;Sieradz;M;1959-03-06
5205071680194;MARTYNA;TOMCZAK;BIERNACKI;Tczew;K;1952-05-07
5008058519189;DARIUSZ;TOMCZAK;TOMCZAK;Tczew;M;1950-08-05
5101135660158;KLAUDIA;SKIBA;KOWALSKI;Tczew;K;1951-01-13
4811307179271;BOGDAN;SKIBA;SKIBA;Tczew;M;1948-11-30
7306188720204;MAGDALENA;ZIELONKA;KULIK;Warszawa;K;1973-06-18
7009266419226;PIOTR;ZIELONKA;ZIELONKA;Białystok;M;1970-09-26
6706180238259;JADWIGA;JANICKI;MICHALSKI;Poznań;K;1967-06-18
6504068369279;MICHAŁ;JANICKI;JANICKI;Poznań;M;1965-04-06
4612088860225;WANDA;ŚLIWA;ŻAK;Kamienna Góra;K;1946-12-08
4409238553207;MIECZYSŁAW;ŚLIWA;ŚLIWA;Kamienna Góra;M;1944-09-23
4707133540172;DANUTA;KANIA;LEWICKI;Kamienna Góra;K;1947-07-13
4311056277228;STANISŁAW;KANIA;KANIA;Kamienna Góra;M;1943-11-05
6110221158201;ANNA;KAMIŃSKI;WIECZOREK;Zabrze;K;1961-10-22
5706257263251;RADOSŁAW;KAMIŃSKI;KAMIŃSKI;Zabrze;M;1957-06-25
5309070348219;HELENA;GAŁĄZKA;JANKOWSKI;Zabrze;K;1953-09-07
5103066683214;STANISŁAW;GAŁĄZKA;GAŁĄZKA;Zabrze;M;1951-03-06
6508245604192;ANNA;WAWRZYNIAK;WRÓBEL;Poznań;K;1965-08-24
6204136611142;MATEUSZ;WAWRZYNIAK;WAWRZYNIAK;Łódź;M;1962-04-13
5401116348203;MONIKA;ZIÓŁKOWSKI;DZIUBA;Łódź;K;1954-01-11
5201294815205;JACEK;ZIÓŁKOWSKI;ZIÓŁKOWSKI;Łódź;M;1952-01-29
7110162538218;KAMILA;PIEKARSKI;BRZEZIŃSKI;Łódź;K;1971-10-16
6711048689300;WIKTOR;PIEKARSKI;PIEKARSKI;Łódź;M;1967-11-04
6608153870228;JUSTYNA;AUGUSTYNIAK;SZEWCZYK;Łódź;K;1966-08-15
6301208401129;JANUSZ;AUGUSTYNIAK;AUGUSTYNIAK;Łódź;M;1963-01-20
6403236034197;KORNELIA;SAWICKI;WIERZBICKI;Koszalin;K;1964-03-23
6011033569210;JAN;SAWICKI;SAWICKI;Koszalin;M;1960-11-03
6309056126198;MARTA;MARCINIAK;KALINOWSKI;Koszalin;K;1963-09-05
6104111571159;ROBERT;MARCINIAK;MARCINIAK;Koszalin;M;1961-04-11
5403223752183;KRYSTYNA;BOCHENEK;ZAWADZKI;Kraków;K;1954-03-22
5003030889212;MATEUSZ;BOCHENEK;BOCHENEK;Kraków;M;1950-03-03
5201120356173;DARIA;ZAJĄC;KOPEĆ;Kraków;K;1952-01-12
4905302489276;PIOTR;ZAJĄC;ZAJĄC;Kraków;M;1949-05-30
5701238012181;VALENTYNA;KUC;BANACH;Starogard Gdański;K;1957-01-23
5411261289277;JAROSŁAW;KUC;KUC;Starogard Gdański;M;1954-11-26
5901272730216;IZABELA;WIŚNIEWSKI;JABŁOŃSKI;Zielona Góra;K;1959-01-27
5704111667226;GRZEGORZ;WIŚNIEWSKI;WIŚNIEWSKI;Zielona Góra;M;1957-04-11
5305260268243;MAŁGORZATA;MAZUREK;ŚWIĄTEK;Warszawa;K;1953-05-26
4907217879286;JAN;MAZUREK;MAZUREK;Warszawa;M;1949-07-21
4912274084283;HALINA;ŚLIWIŃSKI;LIPIŃSKI;Warszawa;K;1949-12-27
4712041405160;HENRYK;ŚLIWIŃSKI;ŚLIWIŃSKI;Warszawa;M;1947-12-04
5509241112162;ALEKSANDRA;KOWALEWSKI;KULIG;Szczecin;K;1955-09-24
5104188175244;JÓZEF;KOWALEWSKI;KOWALEWSKI;Szczecin;M;1951-04-18
5505060636202;IGA;PAWLAK;RYBAK;Szczecin;K;1955-05-06
5111286419224;GRZEGORZ;PAWLAK;PAWLAK;Szczecin;M;1951-11-28
5707273862253;ANNA;BORKOWSKI;SIKORA;Bielsko-Biała;K;1957-07-27
5503276051220;JANUSZ;BORKOWSKI;BORKOWSKI;Bielsko-Biała;M;1955-03-27
5304061744186;ANNA;JANIK;MAJ;Bielsko-Biała;K;1953-04-06
5010105875178;BARTŁOMIEJ;JANIK;JANIK;Bielsko-Biała;M;1950-10-10
4707037588267;ALICJA;CICHOŃ;SKRZYPEK;Gliwice;K;1947-07-03
4308015863170;MARCIN;CICHOŃ;CICHOŃ;Gliwice;M;1943-08-01
5003126668205;ANNA;ŁUKASZEWSKI;ADAMCZYK;Gliwice;K;1950-03-12
4701110675206;ADRIAN;ŁUKASZEWSKI;ŁUKASZEWSKI;Gliwice;M;1947-01-11
5401153862203;BOŻENA;BRZEZIŃSKI;ŁUCZAK;Giżycko;K;1954-01-15
5005080225161;KRYSTIAN;BRZEZIŃSKI;BRZEZIŃSKI;Giżycko;M;1950-05-08
6005225554184;MAŁGORZATA;STANKIEWICZ;KOŁODZIEJCZYK;Giżycko;K;1960-05-22
5709075635235;WOJCIECH;STANKIEWICZ;STANKIEWICZ;Giżycko;M;1957-09-07
5402275166254;ANNA;ADAMCZAK;CZERWIŃSKI;Warszawa;K;1954-02-27
5203183727210;MARIAN;ADAMCZAK;ADAMCZAK;Warszawa;M;1952-03-18
4710178602190;ALICJA;PAWLAK;KOZIEŁ;Warszawa;K;1947-10-17
4509248227219;DOMINIK;PAWLAK;PAWLAK;Warszawa;M;1945-09-24
5502064352198;JULIA;KRAWCZYK;KLIMCZAK;Wrocław;K;1955-02-06
5303153501134;HENRYK;KRAWCZYK;KRAWCZYK;Wrocław;M;1953-03-15
4911206430170;HALINA;WYSOCKI;DUDZIAK;Szczecin;K;1949-11-20
4501137171194;MARCIN;WYSOCKI;WYSOCKI;Szczecin;M;1945-01-13
7211071472214;RENATA;JASIŃSKI;KALINOWSKI;Leszno;K;1972-11-07
6905318043237;JAN;JASIŃSKI;JASIŃSKI;Leszno;M;1969-05-31
6510011760163;MARTA;BOBER;DUDZIŃSKI;Gdańsk;K;1965-10-01
6108023069209;TADEUSZ;BOBER;BOBER;Leszno;M;1961-08-02
3305270508181;PAULINA;WÓJCIK;BIAŁEK;Zabrze;K;1933-05-27
3105115157165;GRZEGORZ;WÓJCIK;WÓJCIK;Zabrze;M;1931-05-11
3401241478228;DAGMARA;KASZUBA;WOŹNY;Zabrze;K;1934-01-24
3106091625165;MATEUSZ;KASZUBA;KASZUBA;Zabrze;M;1931-06-09
5109080446199;NATALIA;WALKOWIAK;KRÓL;Sosnowiec;K;1951-09-08
4707064117205;MARCIN;WALKOWIAK;WALKOWIAK;Sosnowiec;M;1947-07-06
4906034060192;BOŻENA;MAZUR;NOWAK;Sosnowiec;K;1949-06-03
4611163475244;MIKOŁAJ;MAZUR;MAZUR;Sosnowiec;M;1946-11-16
6610270406212;PATRYCJA;WÓJCIK;KOZAK;Augustów;K;1966-10-27
6205058149232;MARIUSZ;WÓJCIK;WÓJCIK;Augustów;M;1962-05-05
7509235356251;BEATA;PIETRZYK;KLIMEK;Augustów;K;1975-09-23
7306231269251;MARCIN;PIETRZYK;PIETRZYK;Augustów;M;1973-06-23
4805210684228;KAROLINA;URBAŃCZYK;WALKOWIAK;Augustów;K;1948-05-21
4504262807198;PIOTR;URBAŃCZYK;URBAŃCZYK;Augustów;M;1945-04-26
6105284544221;WERONIKA;JABŁOŃSKI;JAKUBOWSKI;Elbląg;K;1961-05-28
5908315213197;JAROSŁAW;JABŁOŃSKI;JABŁOŃSKI;Augustów;M;1959-08-31
6905146328254;WIESŁAWA;KOWALSKI;STANISŁAWSKI;Kraków;K;1969-05-14
6602262211182;WOJCIECH;KOWALSKI;KOWALSKI;Kraków;M;1966-02-26
5609250768266;MARTA;JANKOWSKI;NOWAK;Kraków;K;1956-09-25
5201055237188;CEZARY;JANKOWSKI;JANKOWSKI;Kraków;M;1952-01-05
6205312836190;MAŁGORZATA;ORŁOWSKI;ZIĘBA;Warszawa;K;1962-05-31
5812021141167;PIOTR;ORŁOWSKI;ORŁOWSKI;Lubań;M;1958-12-02
6511025354198;MONIKA;ZIELIŃSKI;LEWANDOWSKI;Pruszków;K;1965-11-02
6306232555211;JACEK;ZIELIŃSKI;ZIELIŃSKI;Radom;M;1963-06-23
4711097474268;MARIANNA;WESOŁOWSKI;WIECZOREK;Namysłów;K;1947-11-09
4406118025163;PAWEŁ;WESOŁOWSKI;WESOŁOWSKI;Inowrocław;M;1944-06-11
6012070320129;IGA;DUDEK;DĘBSKI;Inowrocław;K;1960-12-07
5706290655267;MARIAN;DUDEK;DUDEK;Inowrocław;M;1957-06-29
6210278856257;LILIANA;MOTYKA;WOŹNIAK;Lubań;K;1962-10-27
5804062707209;KACPER;MOTYKA;MOTYKA;Lubań;M;1958-04-06
5710198018258;MARZENA;ZAJĄCZKOWSKI;NOWAKOWSKI;Lubań;K;1957-10-19
5512294367284;MAREK;ZAJĄCZKOWSKI;ZAJĄCZKOWSKI;Lubań;M;1955-12-29
4605192080233;KLAUDIA;SKOWRON;SOBCZAK;Mysłowice;K;1946-05-19
4208168417195;KRZYSZTOF;SKOWRON;SKOWRON;Mysłowice;M;1942-08-16
5306103646174;ELŻBIETA;ZAWADZKI;CHOLEWA;Mysłowice;K;1953-06-10
4903177709251;MIECZYSŁAW;ZAWADZKI;ZAWADZKI;Mysłowice;M;1949-03-17
6706287810221;ZOFIA;CZAJKOWSKI;AUGUSTYN;Dęblin;K;1967-06-28
6309087623206;ŁUKASZ;CZAJKOWSKI;CZAJKOWSKI;Dęblin;M;1963-09-08
5910010506165;JOLANTA;GÓRSKI;SROKA;Sosnowiec;K;1959-10-01
5611197681269;JAROSŁAW;GÓRSKI;GÓRSKI;Dęblin;M;1956-11-19
4605076308209;HALINA;CIESIELSKI;KOWALEWSKI;Opole;K;1946-05-07
4203068149219;ANDRZEJ;CIESIELSKI;CIESIELSKI;Opole;M;1942-03-06
4904255858280;MAŁGORZATA;WAWRZYNIAK;KĘDZIERSKI;Poznań;K;1949-04-25
4704211061178;MIŁOSZ;WAWRZYNIAK;WAWRZYNIAK;Poznań;M;1947-04-21
6004020048164;JADWIGA;KOSIŃSKI;KARCZEWSKI;Poznań;K;1960-04-02
5704234341195;JAN;KOSIŃSKI;KOSIŃSKI;Poznań;M;1957-04-23
6012126564187;BARBARA;BIAŁEK;BIERNACKI;Poznań;K;1960-12-12
5605300243178;MICHAŁ;BIAŁEK;BIAŁEK;Poznań;M;1956-05-30
5604215156219;JOANNA;MAZUR;NOWICKI;Warszawa;K;1956-04-21
5308101631126;MARIUSZ;MAZUR;MAZUR;Warszawa;M;1953-08-10
6601155660216;ALEKSANDRA;PIOTROWSKI;PAWLIK;Warszawa;K;1966-01-15
6411150367236;PIOTR;PIOTROWSKI;PIOTROWSKI;Warszawa;M;1964-11-15
5001110342115;AGNIESZKA;SZYMAŃSKI;DZIUBA;Warszawa;K;1950-01-11
4707211419196;MAKSYMILIAN;SZYMAŃSKI;SZYMAŃSKI;Warszawa;M;1947-07-21
5201277426212;BRONISŁAWA;RYBAK;CICHY;Warszawa;K;1952-01-27
4801134719214;KRYSTIAN;RYBAK;RYBAK;Warszawa;M;1948-01-13
7003155552189;BARBARA;MAJCHRZAK;MALINOWSKI;Kozienice;K;1970-03-15
6608094125233;JULIAN;MAJCHRZAK;MAJCHRZAK;Kozienice;M;1966-08-09
7207276480245;WERONIKA;GÓRKA;KOWALIK;Szydłowiec;K;1972-07-27
7004070877236;JACEK;GÓRKA;GÓRKA;Szydłowiec;M;1970-04-07
5703174508228;MARIANNA;PIÓRKOWSKI;KWIATKOWSKI;Szydłowiec;K;1957-03-17
5403107111123;PIOTR;PIÓRKOWSKI;PIÓRKOWSKI;Szydłowiec;M;1954-03-10
6304248568264;ANNA;GŁOWACKI;KACZMARCZYK;Gdańsk;K;1963-04-24
6005232625163;EMIL;GŁOWACKI;GŁOWACKI;Szydłowiec;M;1960-05-23
6209284442217;ZOFIA;CZECH;CEBULA;Żywiec;K;1962-09-28
5901118539244;PATRYK;CZECH;CZECH;Żywiec;M;1959-01-11
5008103436144;ANNA;KOWALSKI;WYSOCKI;Łódź;K;1950-08-10
4705118055210;KRYSTIAN;KOWALSKI;KOWALSKI;Łódź;M;1947-05-11
6908202666251;MARTA;KOPEĆ;MRÓZ;Łódź;K;1969-08-20
6508127283236;ARTUR;KOPEĆ;KOPEĆ;Łódź;M;1965-08-12
5812287000201;RENATA;NOWICKI;ADAMUS;Łódź;K;1958-12-28
5404098519241;MICHAŁ;NOWICKI;NOWICKI;Łódź;M;1954-04-09
5306173468253;MARTA;JAWORSKI;ZAKRZEWSKI;Głogów;K;1953-06-17
5104061113132;RAFAŁ;JAWORSKI;JAWORSKI;Głogów;M;1951-04-06
4609204768234;KRYSTYNA;MAJKA;GRZEGORCZYK;Głogów;K;1946-09-20
4401216759223;JANUSZ;MAJKA;MAJKA;Głogów;M;1944-01-21
6302162066230;KAROLINA;DZIEDZIC;PAWŁOWSKI;Kozienice;K;1963-02-16
5901121647226;GRZEGORZ;DZIEDZIC;DZIEDZIC;Puławy;M;1959-01-12
5612238824209;KATERYNA;ANTCZAK;WIECZOREK;Głogów;K;1956-12-23
5410141855204;VLADYSLAV;ANTCZAK;ANTCZAK;Głogów;M;1954-10-14
7407068358268;AGATA;WOLSKI;GRZYBOWSKI;Szczecin;K;1974-07-06
7112193875262;JACEK;WOLSKI;WOLSKI;Sulechów;M;1971-12-19
5611264404195;JOANNA;ADAMCZYK;BARANOWSKI;Sulechów;K;1956-11-26
5302238085238;MATEUSZ;ADAMCZYK;ADAMCZYK;Sulechów;M;1953-02-23
6512078776279;GABRIELA;KARPIŃSKI;JAKUBOWSKI;Sulechów;K;1965-12-07
6310118077230;IGOR;KARPIŃSKI;KARPIŃSKI;Sulechów;M;1963-10-11
5503075422183;WERONIKA;WĄSIK;MAĆKOWIAK;Rzeszów;K;1955-03-07
5101021761138;PIOTR;WĄSIK;WĄSIK;Sulechów;M;1951-01-02
5804178114225;EWELINA;CZYŻEWSKI;SKOWRON;Krotoszyn;K;1958-04-17
5411287473260;KACPER;CZYŻEWSKI;CZYŻEWSKI;Krotoszyn;M;1954-11-28
3702197414212;MARTA;WESOŁOWSKI;WROŃSKI;Sulejówek;K;1937-02-19
3506215607163;ANDRZEJ;WESOŁOWSKI;WESOŁOWSKI;Sulejówek;M;1935-06-21
4212234104135;JULIA;JÓŹWIAK;KAPUSTA;Sulejówek;K;1942-12-23
3803264743222;KONRAD;JÓŹWIAK;JÓŹWIAK;Sulejówek;M;1938-03-26
3712244406185;NIKOLA;KULA;SZCZYGIEŁ;Sulejówek;K;1937-12-24
3509118279239;TADEUSZ;KULA;KULA;Sulejówek;M;1935-09-11
5809261026233;EWA;KOWALCZYK;LEWANDOWSKI;Szczytno;K;1958-09-26
5606090305194;DOMINIK;KOWALCZYK;KOWALCZYK;Gdynia;M;1956-06-09
5206248486253;BEATA;STELMACH;JANKOWSKI;Gdynia;K;1952-06-24
4803243345224;PIOTR;STELMACH;STELMACH;Gdynia;M;1948-03-24
6810306804194;VANESSA;MAZUREK;LIS;Przemyśl;K;1968-10-30
6402260773235;ANDRZEJ;MAZUREK;MAZUREK;Przemyśl;M;1964-02-26
5701115702147;FRANCISZKA;KOZŁOWSKI;KUBIAK;Przemyśl;K;1957-01-11
5503117583218;GRZEGORZ;KOZŁOWSKI;KOZŁOWSKI;Przemyśl;M;1955-03-11
4007281010129;JULIA;NAWROCKI;RÓŻAŃSKI;Ruda Śląska;K;1940-07-28
3609086535219;MARIUSZ;NAWROCKI;NAWROCKI;Ruda Śląska;M;1936-09-08
2802211638193;MILENA;MAJ;CZYŻ;Ruda Śląska;K;1928-02-21
2507184809208;WOJCIECH;MAJ;MAJ;Ruda Śląska;M;1925-07-18
3405014730113;CECYLIA;NOWAK;ROSA;Kraków;K;1934-05-01
3205201553138;DARIUSZ;NOWAK;NOWAK;Kraków;M;1932-05-20
4301200860138;ELŻBIETA;WÓJTOWICZ;OWCZAREK;Kraków;K;1943-01-20
4006270621140;JERZY;WÓJTOWICZ;WÓJTOWICZ;Kraków;M;1940-06-27
7903237012212;IRENA;MAREK;PIOTROWSKI;Wrocław;K;1979-03-23
7709015339236;ZDZISŁAW;MAREK;MAREK;Wrocław;M;1977-09-01
6606218784258;ALEKSANDRA;SZYMAŃSKI;ANTCZAK;Wrocław;K;1966-06-21
